gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,Ticker,Company Name,curcdq,datacqtr,datafqtr,Capitalized Software,Cash,Common Share Outstanding,Invested Capital - Total - Quarterly,Intangible Assets - Total,Net Income (Loss),Revenue - Total,Research and Development Expense,exchg,costat,Market Value - Total,Price Close - Quarter,GIC Sub-Industries
37076,12/31/2020,2020,4,12,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2020Q4,2020Q4,4.645,122.006,272.155,619.465,626.801,51.932,219.567,45.945,14,A,11024.9991,40.51,45103010
37076,3/31/2021,2021,1,12,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2021Q1,2021Q1,4.855,569.536,273.722,1054.457,676.453,57.006,222.005,47.803,14,A,12845.7735,46.93,45103010
37076,6/30/2021,2021,2,12,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2021Q2,2021Q2,46.391,131.154,281.189,1777.624,1855.904,44.91,222.931,52.776,14,A,18215.4234,64.78,45103010
37076,9/30/2021,2021,3,12,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2021Q3,2021Q3,43.479,155.755,282.039,1714.426,1843.866,-50.128,248.48,57.334,14,A,17102.845,60.64,45103010
37101,3/31/2019,2019,1,12,INDL,C,D,STD,CD,CHINDATA GROUP HOLD LTD -ADR,USD,2019Q1,2019Q1,,,,,,-8.444,5.92,0,14,A,,,45102030
37101,6/30/2019,2019,2,12,INDL,C,D,STD,CD,CHINDATA GROUP HOLD LTD -ADR,USD,2019Q2,2019Q2,,,,,,-5.959,26.333,0.351,14,A,,,45102030
37101,9/30/2019,2019,3,12,INDL,C,D,STD,CD,CHINDATA GROUP HOLD LTD -ADR,USD,2019Q3,2019Q3,,,,,,-5.927,38.486,1.429,14,A,,,45102030
37101,12/31/2019,2019,4,12,INDL,C,D,STD,CD,CHINDATA GROUP HOLD LTD -ADR,USD,2019Q4,2019Q4,,149.202,283.358,891.572,118.78,-4.723,51.767,1.74,14,A,,,45102030
37101,3/31/2020,2020,1,12,INDL,C,D,STD,CD,CHINDATA GROUP HOLD LTD -ADR,USD,2020Q1,2020Q1,,,,,,-1.989,55.419,1.184,14,A,,,45102030
37101,6/30/2020,2020,2,12,INDL,C,D,STD,CD,CHINDATA GROUP HOLD LTD -ADR,USD,2020Q2,2020Q2,,251.056,283.358,1057.369,114.4,-6.424,59.33,1.052,14,A,,,45102030
37101,9/30/2020,2020,3,12,INDL,C,D,STD,CD,CHINDATA GROUP HOLD LTD -ADR,USD,2020Q3,2020Q3,,498.193,356.396,1352.361,117.414,-29.319,73.465,1.933,14,A,,16.23,45102030
37101,12/31/2020,2020,4,12,INDL,C,D,STD,CD,CHINDATA GROUP HOLD LTD -ADR,USD,2020Q4,2020Q4,,1020.362,362.396,2114.475,120.695,-5.383,90.412,2.096,14,A,,23.96,45102030
37101,3/31/2021,2021,1,12,INDL,C,D,STD,CD,CHINDATA GROUP HOLD LTD -ADR,USD,2021Q1,2021Q1,,1009.485,362.75,2191.816,119.389,8.882,98.185,2.781,14,A,,16.54,45102030
37101,6/30/2021,2021,2,12,INDL,C,D,STD,CD,CHINDATA GROUP HOLD LTD -ADR,USD,2021Q2,2021Q2,,1027.217,362.75,2305.923,119.497,10.221,107.753,3.266,14,A,,15.09,45102030
37101,9/30/2021,2021,3,12,INDL,C,D,STD,CD,CHINDATA GROUP HOLD LTD -ADR,USD,2021Q3,2021Q3,,869.57,362.75,2355.581,118.088,12.205,115.365,3.342,14,A,,8.41,45102030
37180,3/31/2019,2019,1,12,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2019Q1,2019Q1,,,,,,-67,637,94,14,A,,,45103020
37180,6/30/2019,2019,2,12,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2019Q2,2019Q2,,,,,,-79,654,99,14,A,,,45103020
37180,9/30/2019,2019,3,12,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2019Q3,2019Q3,,,,,,-9,662,96,14,A,,,45103020
37180,12/31/2019,2019,4,12,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2019Q4,2019Q4,,167,,2662,4499,-81,682,91,14,A,,,45103020
37180,3/31/2020,2020,1,12,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2020Q1,2020Q1,,,,,,9,354,38,14,A,,,45103020
37180,6/30/2020,2020,2,12,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2020Q2,2020Q2,,257,,2395,4285,22,383,36,14,A,,,45103020
37180,9/30/2020,2020,3,12,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2020Q3,2020Q3,,348,163.072,2375,4179,0,395,35,14,A,,,45103020
37180,12/31/2020,2020,4,12,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2020Q4,2020Q4,,231,161.268,2221,4075,-118,777,201,14,A,2691.5629,16.69,45103020
37180,3/31/2021,2021,1,12,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2021Q1,2021Q1,,346,162.373,2110,1684,30,442,44,14,A,3692.362,22.74,45103020
37180,6/30/2021,2021,2,12,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2021Q2,2021Q2,,420,166.005,2234,1649,36,467,46,14,A,4651.4601,28.02,45103020
37180,9/30/2021,2021,3,12,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2021Q3,2021Q3,,848,179.849,1159,1613,742,491,48,14,A,3976.4614,22.11,45103020
37212,3/31/2019,2019,1,12,INDL,C,D,STD,GBOX,GREENBOX POS,USD,2019Q1,2019Q1,,,,,,-1.3,0.968,0.104,14,A,,,45102020
37212,6/30/2019,2019,2,12,INDL,C,D,STD,GBOX,GREENBOX POS,USD,2019Q2,2019Q2,,,,,,-1.344,3.31,0.6,14,A,,,45102020
37212,9/30/2019,2019,3,12,INDL,C,D,STD,GBOX,GREENBOX POS,USD,2019Q3,2019Q3,,,,,,1.26,,0.381,14,A,,,45102020
37212,12/31/2019,2019,4,12,INDL,C,D,STD,GBOX,GREENBOX POS,USD,2019Q4,2019Q4,,0,169.863,-5.247,0,-3.301,5.725,0.17,14,A,,,45102020
37212,3/31/2020,2020,1,12,INDL,C,D,STD,GBOX,GREENBOX POS,USD,2020Q1,2020Q1,,0,175.922,-10.369,0,-5.242,0.187,0.287,14,A,,,45102020
37212,6/30/2020,2020,2,12,INDL,C,D,STD,GBOX,GREENBOX POS,USD,2020Q2,2020Q2,,0,181.05,-5.319,0,4.942,2.293,0.267,14,A,,,45102020
37212,9/30/2020,2020,3,12,INDL,C,D,STD,GBOX,GREENBOX POS,USD,2020Q3,2020Q3,,0,181.65,-5.614,0,-0.489,3.056,0.244,14,A,,,45102020
37212,12/31/2020,2020,4,12,INDL,C,D,STD,GBOX,GREENBOX POS,USD,2020Q4,2020Q4,,0,184.264,0.535,0,-4.218,2.989,0.566,14,A,200.8478,1.09,45102020
37212,3/31/2021,2021,1,12,INDL,C,D,STD,GBOX,GREENBOX POS,USD,2021Q1,2021Q1,,35.697,40.917,47.035,0,-13.329,4.75,0.653,14,A,572.838,14,45102020
37212,6/30/2021,2021,2,12,INDL,C,D,STD,GBOX,GREENBOX POS,USD,2021Q2,2021Q2,,29.797,42.236,48.483,2.563,-0.04,6.379,0.809,14,A,503.8755,11.93,45102020
37212,9/30/2021,2021,3,12,INDL,C,D,STD,GBOX,GREENBOX POS,USD,2021Q3,2021Q3,,29.708,42.865,57.45,14.042,-6.05,8.045,1.043,14,A,355.3509,8.29,45102020
37231,3/31/2019,2019,1,12,INDL,C,D,STD,PAYA,PAYA HOLDINGS INC,USD,2019Q1,2019Q1,,,,,,-3.463,49.897,,14,A,,,45102020
37231,6/30/2019,2019,2,12,INDL,C,D,STD,PAYA,PAYA HOLDINGS INC,USD,2019Q2,2019Q2,,,,,,0.155,51.735,,14,A,,,45102020
37231,9/30/2019,2019,3,12,INDL,C,D,STD,PAYA,PAYA HOLDINGS INC,USD,2019Q3,2019Q3,,,,,,-0.633,50.569,,14,A,,,45102020
37231,12/31/2019,2019,4,12,INDL,C,D,STD,PAYA,PAYA HOLDINGS INC,USD,2019Q4,2019Q4,,25.957,54.534,358.516,330.308,-5.083,51.173,,14,A,,,45102020
37231,3/31/2020,2020,1,12,INDL,C,D,STD,PAYA,PAYA HOLDINGS INC,USD,2020Q1,2020Q1,,,,,,-0.675,49.139,,14,A,,,45102020
37231,6/30/2020,2020,2,12,INDL,C,D,STD,PAYA,PAYA HOLDINGS INC,USD,2020Q2,2020Q2,,,,,,0.625,51.087,,14,A,,,45102020
37231,9/30/2020,2020,3,12,INDL,C,D,STD,PAYA,PAYA HOLDINGS INC,USD,2020Q3,2020Q3,,,,,,1.601,51.819,,14,A,,,45102020
37231,12/31/2020,2020,4,12,INDL,C,D,STD,PAYA,PAYA HOLDINGS INC,USD,2020Q4,2020Q4,,23.617,116.697,336.184,338.924,-2.075,54.003,,14,A,1584.7453,13.58,45102020
37231,3/31/2021,2021,1,12,INDL,C,D,STD,PAYA,PAYA HOLDINGS INC,USD,2021Q1,2021Q1,,133.824,126.697,454.554,339.624,1.045,55.255,,14,A,1388.5991,10.96,45102020
37231,6/30/2021,2021,2,12,INDL,C,D,STD,PAYA,PAYA HOLDINGS INC,USD,2021Q2,2021Q2,,135.573,127.38,482.488,361.128,-3.154,63.984,,14,A,1403.7276,11.02,45102020
37231,9/30/2021,2021,3,12,INDL,C,D,STD,PAYA,PAYA HOLDINGS INC,USD,2021Q3,2021Q3,,133.144,132.01,478.839,363.986,-2.961,63.058,,14,A,1434.9487,10.87,45102020
37254,3/31/2019,2019,1,12,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2019Q1,2019Q1,,,,,,-3.449,105.461,14.471,11,A,,,45103020
37254,6/30/2019,2019,2,12,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2019Q2,2019Q2,,,,,,-22.234,109.472,14.813,11,A,,,45103020
37254,9/30/2019,2019,3,12,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2019Q3,2019Q3,,,,,,2.725,117.693,14.64,11,A,,,45103020
37254,12/31/2019,2019,4,12,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2019Q4,2019Q4,,27.597,135.293,1538.944,1425.541,-8.23,126.126,16.535,11,A,,,45103020
37254,3/31/2020,2020,1,12,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2020Q1,2020Q1,,,,,,1.353,124.663,16.733,11,A,,,45103020
37254,6/30/2020,2020,2,12,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2020Q2,2020Q2,,59.55,135.549,1584.606,1414.387,8.767,124.463,16.01,11,A,,,45103020
37254,9/30/2020,2020,3,12,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2020Q3,2020Q3,,98.614,157.549,1606.656,1412.954,19.546,130.667,15.257,11,A,,,45103020
37254,12/31/2020,2020,4,12,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2020Q4,2020Q4,,168.877,161.058,1688.468,1408.349,-7.168,138.992,30.932,11,A,4348.566,27,45103020
37254,3/31/2021,2021,1,12,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2021Q1,2021Q1,,147.819,161.077,1749.673,1452.507,15.286,144.909,22.474,11,A,3690.2741,22.91,45103020
37254,6/30/2021,2021,2,12,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2021Q2,2021Q2,,178.605,162.028,1787.622,1446.544,16.916,151.602,27.344,11,A,4510.8595,27.84,45103020
37254,9/30/2021,2021,3,12,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2021Q3,2021Q3,,205.862,162.85,1816.064,1439.76,13.485,157.892,26.872,11,A,3892.115,23.9,45103020
37382,2/28/2019,2019,1,11,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2019Q1,2019Q1,,,,,,33.724,1173.271,,14,A,,,45102020
37382,3/31/2019,2019,1,12,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2019Q1,2019Q1,,,,,,,,,14,A,,,45102020
37382,5/31/2019,2019,2,11,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2019Q2,2019Q2,,,,,,21.239,1160.877,,14,A,,,45102020
37382,6/30/2019,2019,2,12,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2019Q2,2019Q2,,,,,,,,,14,A,,,45102020
37382,8/31/2019,2019,3,11,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2019Q3,2019Q3,,,,,,30.331,1160.928,,14,A,,,45102020
37382,9/30/2019,2019,3,12,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2019Q3,2019Q3,,,,,,,,,14,A,,,45102020
37382,11/30/2019,2019,4,11,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2019Q4,2019Q4,,79.656,,1469.841,2763.451,31.87,1212.836,,14,A,,,45102020
37382,12/31/2019,2019,4,12,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,,2019Q4,,,,,,,,,14,A,,,45102020
37382,2/29/2020,2020,1,11,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2020Q1,2020Q1,,,,,,52.317,1188.619,,14,A,,,45102020
37382,5/31/2020,2020,2,11,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2020Q2,2020Q2,,94.749,,1876.607,2671.502,2.47,1066.363,,14,A,,,45102020
37382,8/31/2020,2020,3,11,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2020Q3,2020Q3,,93.341,,1999.131,2671.302,45.397,1163.694,,14,A,,,45102020
37382,11/30/2020,2020,4,11,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2020Q4,2020Q4,,152.656,51.602,3787.091,2635.009,64.627,1300.858,,14,A,4128.16,80,45102020
37382,2/28/2021,2021,1,11,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2021Q1,2021Q1,,117.576,51.214,3874.647,2607.07,88.811,1353.278,,14,A,6325.4411,123.51,45102020
37382,5/31/2021,2021,2,11,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2021Q2,2021Q2,,131.249,51.296,3867.29,2574.777,82.904,1369.878,,14,A,7833.9251,152.72,45102020
37382,8/31/2021,2021,3,11,INDL,C,D,STD,CNXC,CONCENTRIX CORP -SPN,USD,2021Q3,2021Q3,,154.193,51.448,3794.709,2517.927,109.754,1397.251,,14,A,8920.5687,173.39,45102020
37413,3/31/2019,2019,3,6,INDL,C,D,STD,AFRM,AFFIRM HOLDINGS INC,USD,2019Q1,2019Q3,,,,,,-19.698,73.126,,14,A,,,45102020
37413,6/30/2019,2019,4,6,INDL,C,D,STD,AFRM,AFFIRM HOLDINGS INC,USD,2019Q2,2019Q4,,320.448,47.078,1103.894,0,-36.37,69.606,,14,A,,,45102020
37413,9/30/2019,2020,1,6,INDL,C,D,STD,AFRM,AFFIRM HOLDINGS INC,USD,2019Q3,2020Q1,,,,,,-30.795,87.947,,14,A,,,45102020
37413,12/31/2019,2020,2,6,INDL,C,D,STD,AFRM,AFFIRM HOLDINGS INC,USD,2019Q4,2020Q2,,,,,,-30.996,129.976,,14,A,,,45102020
37413,3/31/2020,2020,3,6,INDL,C,D,STD,AFRM,AFFIRM HOLDINGS INC,USD,2020Q1,2020Q3,,,,,,-85.62,138.273,,14,A,,,45102020
37413,6/30/2020,2020,4,6,INDL,C,D,STD,AFRM,AFFIRM HOLDINGS INC,USD,2020Q2,2020Q4,,267.059,47.684,1255,0,34.813,153.332,,14,A,,,45102020
37413,9/30/2020,2021,1,6,INDL,C,D,STD,AFRM,AFFIRM HOLDINGS INC,USD,2020Q3,2021Q1,,684.423,53.031,2176.864,0,-3.946,173.978,,14,A,,,45102020
37413,12/31/2020,2021,2,6,INDL,C,D,STD,AFRM,AFFIRM HOLDINGS INC,USD,2020Q4,2021Q2,,520.741,242.747,2601.093,0,-15.281,204.041,,14,A,,,45102020
37413,3/31/2021,2021,3,6,INDL,C,D,STD,AFRM,AFFIRM HOLDINGS INC,USD,2021Q1,2021Q3,,1623.672,264.658,4481.748,279.198,-272.14,230.665,,14,A,18716.6138,70.72,45102020
37413,6/30/2021,2021,4,6,INDL,C,D,STD,AFRM,AFFIRM HOLDINGS INC,USD,2021Q2,2021Q4,,1466.558,269.358,4513.38,584.445,-128.227,261.78,,14,A,18141.2613,67.35,45102020
37413,9/30/2021,2022,1,6,INDL,C,D,STD,AFRM,AFFIRM HOLDINGS INC,USD,2021Q3,2022Q1,,1439.531,277.717,4483.817,612.148,-306.615,269.385,,14,A,33084.4262,119.13,45102020
37517,1/31/2019,2018,3,4,INDL,C,D,STD,AI,C3.AI INC,USD,2018Q4,2018Q3,,,,,,-7.492,24.109,9.246,11,A,,,45103010
37517,4/30/2019,2018,4,4,INDL,C,D,STD,AI,C3.AI INC,USD,2019Q1,2018Q4,0,98.607,20.057,153.331,0.625,-13.65,23.744,10.786,11,A,,,45103010
37517,7/31/2019,2019,1,4,INDL,C,D,STD,AI,C3.AI INC,USD,2019Q2,2019Q1,,,,,,-0.323,34.89,10.918,11,A,,,45103010
37517,10/31/2019,2019,2,4,INDL,C,D,STD,AI,C3.AI INC,USD,2019Q3,2019Q2,,,,,,-28.825,38.875,23.873,11,A,,,45103010
37517,1/31/2020,2019,3,4,INDL,C,D,STD,AI,C3.AI INC,USD,2019Q4,2019Q3,,,,,,-9.796,41.283,12.331,11,A,,,45103010
37517,4/30/2020,2019,4,4,INDL,C,D,STD,AI,C3.AI INC,USD,2020Q1,2019Q4,0.4,33.104,31.21,216.957,1.025,-30.434,41.618,17.426,11,A,,,45103010
37517,7/31/2020,2020,1,4,INDL,C,D,STD,AI,C3.AI INC,USD,2020Q2,2020Q1,,,,,,0.15,40.483,13.264,11,A,,,45103010
37517,10/31/2020,2020,2,4,INDL,C,D,STD,AI,C3.AI INC,USD,2020Q3,2020Q2,0.2,114.603,95.848,234.226,0.825,-14.944,41.341,16.134,11,A,,,45103010
37517,1/31/2021,2020,3,4,INDL,C,D,STD,AI,C3.AI INC,USD,2020Q4,2020Q3,,960.122,100.932,1074.112,0.625,-16.852,49.109,18.747,11,A,14090.1072,139.6,45103010
37517,4/30/2021,2020,4,4,INDL,C,D,STD,AI,C3.AI INC,USD,2021Q1,2020Q4,,115.355,102.167,1062.91,0.625,-24.05,52.284,20.711,11,A,6769.5854,66.26,45103010
37517,7/31/2021,2021,1,4,INDL,C,D,STD,AI,C3.AI INC,USD,2021Q2,2021Q1,,273.779,103.868,1043.795,0.625,-37.459,52.406,26.712,11,A,5229.7538,50.35,45103010
37517,10/31/2021,2021,2,4,INDL,C,D,STD,AI,C3.AI INC,USD,2021Q3,2021Q2,,167.436,104.871,1026.51,0.625,-56.739,58.263,36.523,11,A,4731.7795,45.12,45103010
37596,4/30/2019,2019,1,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2019Q1,2019Q1,,,,,,-15.901,8.581,7.119,11,A,,,45103020
37596,7/31/2019,2019,2,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2019Q2,2019Q2,,,,,,-17.941,10.551,9.252,11,A,,,45103020
37596,10/31/2019,2019,3,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2019Q3,2019Q3,,,,,,-19.589,12.123,9.028,11,A,,,45103020
37596,1/31/2020,2019,4,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2019Q4,2019Q4,,45.36,33.551,-2.789,0.263,-23.136,15.219,11.284,11,A,,,45103020
37596,4/30/2020,2020,1,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2020Q1,2020Q1,,,,,,-26.638,17.957,13.865,11,A,,,45103020
37596,7/31/2020,2020,2,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2020Q2,2020Q2,,,,,,-22.938,20.674,13.476,11,A,,,45103020
37596,10/31/2020,2020,3,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2020Q3,2020Q3,,,,,,-30.156,24.557,14.925,11,A,,,45103020
37596,1/31/2021,2020,4,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2020Q4,2020Q4,,395.472,39.242,339.063,0.47,-37.841,29.868,20.178,11,A,,,45103020
37596,4/30/2021,2021,1,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2021Q1,2021Q1,,362.188,256.371,417.015,125.731,-62.634,37.395,27.82,11,A,,,45103020
37596,7/31/2021,2021,2,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2021Q2,2021Q2,,1684.702,264.887,1737.416,124.898,-68.163,45.75,31.037,11,A,13061.578,49.31,45103020
37601,3/31/2019,2019,1,12,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2019Q1,2019Q1,,,,,,,,,14,A,,,45103010
37601,6/30/2019,2019,2,12,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2019Q2,2019Q2,,,,,,1.816,9.357,0.564,14,A,,,45103010
37601,9/30/2019,2019,3,12,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2019Q3,2019Q3,,,,,,,,,14,A,,,45103010
37601,12/31/2019,2019,4,12,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2019Q4,2019Q4,1.29,3.509,19,3.595,2.199,3.031,8.891,0.933,14,A,,,45103010
37601,3/31/2020,2020,1,12,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2020Q1,2020Q1,,,,,,,,,14,A,,,45103010
37601,6/30/2020,2020,2,12,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2020Q2,2020Q2,,1.214,19,5.107,2.897,1.503,6.233,0.839,14,A,,,45103010
37601,9/30/2020,2020,3,12,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2020Q3,2020Q3,,,,,,,,,14,A,,,45103010
37601,12/31/2020,2020,4,12,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2020Q4,2020Q4,,1.683,19,8.131,5.248,2.495,8.3,0.873,14,A,,,45103010
37740,3/31/2021,2021,1,12,INDL,C,D,STD,BTRS,BTRS HOLDINGS INC,USD,2021Q1,2021Q1,,261.013,156.566,327.552,45.934,-22.794,41.936,10.993,14,A,2265.51,14.47,45103010
37740,6/30/2021,2021,2,12,INDL,C,D,STD,BTRS,BTRS HOLDINGS INC,USD,2021Q2,2021Q2,,241.607,157.9,324.402,45.379,-10.736,40.232,11.27,14,A,1992.698,12.62,45103010
37775,3/31/2019,2019,1,12,INDL,C,D,STD,TIXT,TELUS INTERNATIONAL IN,USD,2019Q1,2019Q1,,,,,,13.1,231.1,,11,A,,,45102020
37775,6/30/2019,2019,2,12,INDL,C,D,STD,TIXT,TELUS INTERNATIONAL IN,USD,2019Q2,2019Q2,,,,,,13.8,250.7,,11,A,,,45102020
37775,9/30/2019,2019,3,12,INDL,C,D,STD,TIXT,TELUS INTERNATIONAL IN,USD,2019Q3,2019Q3,,,,,,14.8,265.3,,11,A,,,45102020
37775,12/31/2019,2019,4,12,INDL,C,D,STD,TIXT,TELUS INTERNATIONAL IN,USD,2019Q4,2019Q4,9.5,79.5,189.681,723.5,508.1,27.3,272.5,,11,A,,,45102020
37775,3/31/2020,2020,1,12,INDL,C,D,STD,TIXT,TELUS INTERNATIONAL IN,USD,2020Q1,2020Q1,,,,,,11.2,322.1,,11,A,,,45102020
37775,6/30/2020,2020,2,12,INDL,C,D,STD,TIXT,TELUS INTERNATIONAL IN,USD,2020Q2,2020Q2,,,,,,43.1,390.6,,11,A,,,45102020
37775,9/30/2020,2020,3,12,INDL,C,D,STD,TIXT,TELUS INTERNATIONAL IN,USD,2020Q3,2020Q3,16.3,138.9,228.092,1814.5,1650.5,27.6,426.6,,11,A,,,45102020
37775,12/31/2020,2020,4,12,INDL,C,D,STD,TIXT,TELUS INTERNATIONAL IN,USD,2020Q4,2020Q4,16.8,152.5,265.512,2784.3,2794.3,21,442.3,,11,A,,,45102020
37775,3/31/2021,2021,1,12,INDL,C,D,STD,TIXT,TELUS INTERNATIONAL IN,USD,2021Q1,2021Q1,24,117,266,2742,2691,3,505,,11,A,7442.68,27.98,45102020
37775,6/30/2021,2021,2,12,INDL,C,D,STD,TIXT,TELUS INTERNATIONAL IN,USD,2021Q2,2021Q2,21,119,266,2698,2670,16,533,,11,A,8275.26,31.11,45102020
37775,9/30/2021,2021,3,12,INDL,C,D,STD,TIXT,TELUS INTERNATIONAL IN,USD,2021Q3,2021Q3,24,130,266,2707,2626,23,556,,11,A,9312.66,35.01,45102020
37781,3/31/2019,2019,1,12,INDL,C,D,STD,ALF,ALFI INC,USD,2019Q1,2019Q1,,,,,,,,,14,A,,,45103010
37781,6/30/2019,2019,2,12,INDL,C,D,STD,ALF,ALFI INC,USD,2019Q2,2019Q2,,,,,,,,,14,A,,,45103010
37781,9/30/2019,2019,3,12,INDL,C,D,STD,ALF,ALFI INC,USD,2019Q3,2019Q3,,,,,,,,,14,A,,,45103010
37781,12/31/2019,2019,4,12,INDL,C,D,STD,ALF,ALFI INC,USD,2019Q4,2019Q4,,0.039,3.15,3.324,3.197,0.067,0,,14,A,,,45103010
37781,3/31/2020,2020,1,12,INDL,C,D,STD,ALF,ALFI INC,USD,2020Q1,2020Q1,,,,,,0.038,0,,14,A,,,45103010
37781,6/30/2020,2020,2,12,INDL,C,D,STD,ALF,ALFI INC,USD,2020Q2,2020Q2,,,,,,-0.024,0,,14,A,,,45103010
37781,9/30/2020,2020,3,12,INDL,C,D,STD,ALF,ALFI INC,USD,2020Q3,2020Q3,,,,,,,,,14,A,,,45103010
37781,12/31/2020,2020,4,12,INDL,C,D,STD,ALF,ALFI INC,USD,2020Q4,2020Q4,,0.008,4.442,1.031,4.384,-3.573,0,,14,A,,,45103010
37781,3/31/2021,2021,1,12,INDL,C,D,STD,ALF,ALFI INC,USD,2021Q1,2021Q1,,0.096,11.795,-1.896,4.165,-3.177,0.017,,14,A,,,45103010
37781,6/30/2021,2021,2,12,INDL,C,D,STD,ALF,ALFI INC,USD,2021Q2,2021Q2,,19.694,16.041,26.318,3.945,-4.692,0.001,,14,A,236.1235,14.72,45103010
37787,3/31/2019,2019,1,12,INDL,C,D,STD,ONTF,ON24 INC,USD,2019Q1,2019Q1,,,,,,-7.211,20.631,3.887,11,A,,,45103010
37787,6/30/2019,2019,2,12,INDL,C,D,STD,ONTF,ON24 INC,USD,2019Q2,2019Q2,,,,,,-3.562,22.395,3.709,11,A,,,45103010
37787,9/30/2019,2019,3,12,INDL,C,D,STD,ONTF,ON24 INC,USD,2019Q3,2019Q3,,,,,,-3.296,22.167,4.064,11,A,,,45103010
37787,12/31/2019,2019,4,12,INDL,C,D,STD,ONTF,ON24 INC,USD,2019Q4,2019Q4,,18.844,8.954,5.707,0,-3.458,23.94,4.07,11,A,,,45103010
37787,3/31/2020,2020,1,12,INDL,C,D,STD,ONTF,ON24 INC,USD,2020Q1,2020Q1,,,,,,-2.059,24.746,4.099,11,A,,,45103010
37787,6/30/2020,2020,2,12,INDL,C,D,STD,ONTF,ON24 INC,USD,2020Q2,2020Q2,,,,,,6.702,36.32,4.513,11,A,,,45103010
37787,9/30/2020,2020,3,12,INDL,C,D,STD,ONTF,ON24 INC,USD,2020Q3,2020Q3,,47.739,10.742,23.51,0,6.605,42.589,4.66,11,A,,,45103010
37787,12/31/2020,2020,4,12,INDL,C,D,STD,ONTF,ON24 INC,USD,2020Q4,2020Q4,,58.243,44.473,35.928,0,9.505,53.286,6.003,11,A,,,45103010
37787,3/31/2021,2021,1,12,INDL,C,D,STD,ONTF,ON24 INC,USD,2021Q1,2021Q1,,388.94,46.322,363.424,0,-2.83,50.099,7.946,11,A,2247.0802,48.51,45103010
