gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,Ticker,Company Name,curcdq,datacqtr,datafqtr,Capitalized Software,Cash,Common Share Outstanding,Invested Capital - Total - Quarterly,Intangible Assets - Total,Net Income (Loss),Revenue - Total,Research and Development Expense,exchg,costat,Market Value - Total,Price Close - Quarter,GIC Sub-Industries
64536,12/31/2020,2020,4,12,INDL,C,D,STD,EEFT,EURONET WORLDWIDE INC,USD,2020Q4,2020Q4,18.83,1831.309,52.734,2996.168,787.704,70.235,706.639,,14,A,7642.2113,144.92,45102020
64536,3/31/2021,2021,1,12,INDL,C,D,STD,EEFT,EURONET WORLDWIDE INC,USD,2021Q1,2021Q1,,1485.289,52.796,2673.813,767.896,-8.665,652.67,,14,A,7301.6868,138.3,45102020
64536,6/30/2021,2021,2,12,INDL,C,D,STD,EEFT,EURONET WORLDWIDE INC,USD,2021Q2,2021Q2,,1559.572,52.822,2741.78,766.647,8.635,714.686,,14,A,7149.4577,135.35,45102020
64536,9/30/2021,2021,3,12,INDL,C,D,STD,EEFT,EURONET WORLDWIDE INC,USD,2021Q3,2021Q3,,1718.152,52.855,2807.441,748.416,73.882,816.56,,14,A,6727.3844,127.28,45102020
64645,3/31/2019,2019,1,12,INDL,C,D,STD,BKYI,BIO-KEY INTERNATIONAL INC,USD,2019Q1,2019Q1,6.483,0.459,13.992,9.608,6.677,-1.804,0.552,0.374,14,A,20.5682,1.47,45103020
64645,6/30/2019,2019,2,12,INDL,C,D,STD,BKYI,BIO-KEY INTERNATIONAL INC,USD,2019Q2,2019Q2,6.194,0.687,14.296,8.457,6.385,-1.425,0.729,0.301,14,A,17.5841,1.23,45103020
64645,9/30/2019,2019,3,12,INDL,C,D,STD,BKYI,BIO-KEY INTERNATIONAL INC,USD,2019Q3,2019Q3,5.906,0.078,14.399,7.546,6.094,-1.83,0.452,0.3,14,A,8.9274,0.62,45103020
64645,12/31/2019,2019,4,12,INDL,C,D,STD,BKYI,BIO-KEY INTERNATIONAL INC,USD,2019Q4,2019Q4,0.074,0.079,14.411,-1.894,0.228,-9.53,0.535,0.357,14,A,7.2055,0.5,45103020
64645,3/31/2020,2020,1,12,INDL,C,D,STD,BKYI,BIO-KEY INTERNATIONAL INC,USD,2020Q1,2020Q1,0.069,0.662,18.391,-1.058,0.216,-3.37,0.522,0.337,14,A,17.0117,0.925,45103020
64645,6/30/2020,2020,2,12,INDL,C,D,STD,BKYI,BIO-KEY INTERNATIONAL INC,USD,2020Q2,2020Q2,0.069,0.886,22.181,1.128,2.633,-1.573,0.308,0.319,14,A,19.7411,0.89,45103020
64645,9/30/2020,2020,3,12,INDL,C,D,STD,BKYI,BIO-KEY INTERNATIONAL INC,USD,2020Q3,2020Q3,0.068,18.396,62.376,22.007,2.839,-3.293,0.943,0.331,14,A,27.4267,0.4397,45103020
64645,12/31/2020,2020,4,12,INDL,C,D,STD,BKYI,BIO-KEY INTERNATIONAL INC,USD,2020Q4,2020Q4,0.059,16.993,7.815,20.6,2.836,-1.438,1.064,0.409,14,A,27.5088,3.52,45103020
64645,3/31/2021,2021,1,12,INDL,C,D,STD,BKYI,BIO-KEY INTERNATIONAL INC,USD,2021Q1,2021Q1,0.056,13.529,7.818,19.953,2.779,-0.851,1.889,0.442,14,A,27.2848,3.49,45103020
64645,6/30/2021,2021,2,12,INDL,C,D,STD,BKYI,BIO-KEY INTERNATIONAL INC,USD,2021Q2,2021Q2,0.054,11.48,7.82,18.661,2.723,-1.162,0.992,0.491,14,A,29.716,3.8,45103020
64901,3/31/2019,2019,2,9,INDL,C,D,STD,MMS,MAXIMUS INC,USD,2019Q1,2019Q2,25.232,46.799,63.811,1242.876,808.337,61.924,736.52,,11,A,4529.3048,70.98,45102020
64901,6/30/2019,2019,3,9,INDL,C,D,STD,MMS,MAXIMUS INC,USD,2019Q2,2019Q3,30.761,71.084,63.811,1215.167,800.429,62.898,730.71,,11,A,4628.8499,72.54,45102020
64901,9/30/2019,2019,4,9,INDL,C,D,STD,MMS,MAXIMUS INC,USD,2019Q3,2019Q4,32.369,105.565,63.979,1248.432,796.088,60.089,754.966,,11,A,4943.0175,77.26,45102020
64901,12/31/2019,2020,1,9,INDL,C,D,STD,MMS,MAXIMUS INC,USD,2019Q4,2020Q1,32.936,149.515,63.953,1420.625,790.672,58.734,818.229,,11,A,4757.4637,74.39,45102020
64901,3/31/2020,2020,2,9,INDL,C,D,STD,MMS,MAXIMUS INC,USD,2020Q1,2020Q2,33.746,126.257,61.313,1397.962,780.609,27.65,818.135,,11,A,3568.4166,58.2,45102020
64901,6/30/2020,2020,3,9,INDL,C,D,STD,MMS,MAXIMUS INC,USD,2020Q2,2020Q3,35.447,81.548,61.313,1443.344,773.319,64.464,901.337,,11,A,4319.5009,70.45,45102020
64901,9/30/2020,2020,4,9,INDL,C,D,STD,MMS,MAXIMUS INC,USD,2020Q3,2020Q4,38.033,71.737,61.504,1363.847,777.055,63.661,923.836,,11,A,4207.4886,68.41,45102020
64901,12/31/2020,2021,1,9,INDL,C,D,STD,MMS,MAXIMUS INC,USD,2020Q4,2021Q1,40.434,132.597,61.452,1412.47,776.845,64.077,945.554,,11,A,4497.6719,73.19,45102020
64901,3/31/2021,2021,2,9,INDL,C,D,STD,MMS,MAXIMUS INC,USD,2021Q1,2021Q2,45.351,101.683,61.472,1730.63,1185.61,80.614,959.28,,11,A,5473.4669,89.04,45102020
64901,6/30/2021,2021,3,9,INDL,C,D,STD,MMS,MAXIMUS INC,USD,2021Q2,2021Q3,45.739,96.11,61.472,3204.923,2696.021,94.495,1243.52,,11,A,5407.6918,87.97,45102020
